BC,20140421,91.63
AB,20140828,66.09
QC,20140731,111.94
AB,20140723,32.03
NB,20140612,60.01
AB,20140710,48.61
BC,20110103,66.0
ON,20141005,45.33
ON,20140307,2.28
SK,20140211,87.58
ON,20140205,68.95
NL,20140622,81.52
ON,20141201,33.52
AB,20140330,103.23
ON,20140625,10.74
BC,20140710,0.48
SK,20141202,42.87
ON,20140719,17.12
PE,20140303,111.84
ON,20140904,55.19
MB,20141027,103.35
PE,20140827,61.42
AB,20141023,78.59
SK,20140910,7.33
BC,20140425,44.02
QC,20140508,110.9
SK,20140514,64.28
QC,20141217,88.92
QC,20140320,20.6
ON,20110117,57.49
ON,20140910,29.96
QC,20140520,43.7
BC,20140716,62.04
SK,20140207,17.52
ON,20141007,26.11
BC,20140701,72.77
ON,20140620,73.1
ON,20140428,83.56
SK,20141010,104.63
ON,20140720,111.45
AB,20141112,36.95
SK,20141107,85.71
AB,20140615,19.9
QC,20140609,37.93
NB,20140318,26.8
QC,20140509,51.22
BC,20141007,68.55
QC,20141013,118.92
PE,20141119,22.03
ON,20140927,66.89
QC,20140703,69.63
BC,20140330,113.64
BC,20140227,71.89
MB,20140301,55.47
AB,20140310,39.78
ON,20140318,104.9
ON,20140531,18.69
SK,20110131,54.89
BC,20140426,53.01
AB,20140816,104.36
QC,20141107,62.47
QC,20140329,58.63
ON,20141220,49.92
AB,20140518,29.05
MB,20140302,40.69
SK,20140416,15.87
ON,20141007,18.6
BC,20141129,87.25
ON,20140903,88.74
ON,20140619,41.73
NL,20140317,7.41
ON,20140314,63.99
PE,20141006,101.5
NS,20140405,50.77
QC,20140728,9.42
ON,20140207,100.24
QC,20141004,50.55
AB,20140615,21.28
ON,20141121,79.18
MB,20140328,74.35
ON,20141009,88.79
MB,20140217,83.13
QC,20141010,24.2
MB,20110129,20.73
PE,20140828,11.23
QC,20140409,78.79
QC,20140519,97.0
QC,20141213,117.66
ON,20141001,119.89
QC,20140729,94.88
PE,20140423,57.94
AB,20140730,45.07
NL,20141103,20.74
BC,20141104,101.0
QC,20141121,104.94
AB,20140916,112.53
QC,20140729,82.18
ON,20141128,22.79
QC,20141228,72.9
AB,20141229,49.14
ON,20140607,46.77
NS,20140702,38.15
QC,20140518,114.34
NB,20140828,89.05
QC,20140611,92.31
ON,20141018,18.12
ON,20140619,21.66
NB,20140221,99.93
AB,20140921,82.99
SK,20140705,78.32
QC,20140620,42.79
QC,20140918,66.71
QC,20140522,38.12
ON,20140504,2.35
ON,20141109,73.53
NB,20140604,98.56
MB,20140514,53.18
NB,20140705,45.05
QC,20140526,3.34
QC,20140511,74.96
MB,20140316,117.18
QC,20140909,1.4
ON,20140408,25.78
ON,20140220,44.62
BC,20140514,0.14
AB,20140308,116.39
PE,20140203,60.54
NS,20141206,21.45
PE,20110116,115.91
QC,20140822,11.13
ON,20140424,31.03
QC,20141103,42.22
SK,20140304,118.44
AB,20140824,72.57
QC,20141016,39.61
BC,20140818,103.37
QC,20140301,3.06
NB,20141007,96.79
ON,20140406,2.28
ON,20141231,37.74
ON,20140703,99.75
NB,20140426,70.32
ON,20141217,5.13
AB,20140528,86.71
NB,20140729,1.66
MB,20110111,19.04
ON,20140831,6.94
NB,20140505,29.55
ON,20141016,49.71
ON,20140411,91.25
ON,20140426,15.76
QC,20140618,8.88
SK,20140711,13.07
AB,20141215,109.11
ON,20140511,31.28
MB,20140825,79.75
AB,20140411,105.29
BC,20140529,42.05
AB,20140312,71.27
ON,20110125,89.72
ON,20110128,97.34
QC,20141104,105.98
QC,20140408,46.65
ON,20141120,88.23
ON,20140319,111.49
ON,20141007,114.16
AB,20140829,118.41
MB,20141023,66.05
NB,20140414,23.52
ON,20140715,17.98
ON,20140701,19.07
AB,20141207,39.0
ON,20140831,26.35
AB,20110111,80.6
NS,20110101,11.88
ON,20140826,114.95
ON,20140823,14.01
NL,20140926,21.62
ON,20140630,13.27
ON,20140422,19.22
AB,20141109,73.06
SK,20141213,77.45
QC,20140806,76.96
AB,20140404,40.88
AB,20141031,36.77
QC,20141216,40.33
BC,20140513,92.94
ON,20140806,60.74
AB,20140220,48.24
AB,20140212,47.9
ON,20140329,70.1
QC,20140715,31.91
QC,20141223,69.3
ON,20140627,35.63
AB,20140725,108.31
AB,20140808,4.71
QC,20141126,105.14
BC,20140726,96.31
QC,20140518,3.96
MB,20140520,80.06
ON,20141125,68.31
NL,20110112,33.47
ON,20140821,92.65
AB,20140410,99.04
BC,20140205,80.74
AB,20141206,70.0
QC,20141217,93.15
QC,20141227,111.02
SK,20140204,89.04
SK,20141128,18.46
BC,20140819,99.02
ON,20110110,69.1
SK,20140302,105.72
MB,20140310,76.5
PE,20141007,107.34
NL,20140412,18.37
ON,20140601,68.01
ON,20141203,98.48
ON,20140514,18.67
ON,20110109,71.76
BC,20140713,106.03
NS,20140414,73.78
MB,20140519,7.84
MB,20140425,27.4
ON,20140907,13.24
ON,20140502,52.52
AB,20141007,72.51
MB,20140614,12.88
QC,20141216,35.16
AB,20110131,61.27
ON,20140420,54.3
NL,20140918,43.89
MB,20140925,55.7
SK,20140707,44.19
AB,20141109,57.11
BC,20141202,98.45
QC,20140615,65.9
BC,20140619,29.15
ON,20141008,37.82
AB,20140608,32.63
ON,20140730,86.13
NB,20140323,113.84
ON,20140305,16.52
QC,20140708,119.55
QC,20140619,0.49
AB,20140727,53.77
AB,20140403,86.88
AB,20140624,21.3
AB,20140922,50.82
AB,20140814,51.58
AB,20140829,1.42
SK,20140218,41.22
ON,20140806,68.17
ON,20140525,116.66
ON,20141029,2.55
BC,20140508,34.48
PE,20141108,90.56
ON,20140513,84.24
QC,20140417,86.96
QC,20110128,55.47
NB,20140207,28.9
ON,20140514,94.93
NS,20140926,109.31
QC,20140511,53.11
SK,20140414,96.42
QC,20140715,78.62
AB,20140205,50.71
QC,20140207,88.55
NL,20141029,12.3
AB,20140706,40.66
SK,20141217,37.99
QC,20110114,4.64
QC,20110130,86.5
NS,20140222,33.91
SK,20140228,62.12
QC,20140531,102.65
BC,20140528,70.52
ON,20140519,56.85
ON,20140720,47.06
NB,20140426,58.81
ON,20140829,77.31
SK,20140616,105.69
ON,20141121,44.89
NS,20140312,42.13
AB,20141107,14.24
AB,20141109,67.85
QC,20110111,38.97
ON,20140328,94.4
QC,20140307,73.88
BC,20140620,114.5
ON,20140819,83.67
ON,20141003,104.57
BC,20141125,50.33
ON,20140622,51.55
BC,20140311,97.58
ON,20140414,112.04
NL,20140321,112.43
QC,20140318,81.3
ON,20140429,76.49
NB,20140530,6.63
BC,20140830,10.49
BC,20141129,11.36
NB,20110104,43.38
NB,20140831,38.24
AB,20140530,79.51
BC,20140921,2.69
ON,20141123,104.32
QC,20140723,24.97
ON,20140704,29.37
MB,20140924,75.33
ON,20140726,92.79
ON,20140218,35.75
BC,20110123,21.48
PE,20141114,108.44
ON,20140627,19.17
QC,20140831,22.43
ON,20140324,41.4
AB,20140820,60.27
ON,20140216,57.93
ON,20140215,65.52
MB,20141228,8.34
QC,20140518,114.13
QC,20141021,22.18
ON,20140205,19.5
AB,20141122,55.09
ON,20140831,28.46
MB,20141120,73.3
ON,20140503,115.28
ON,20110106,85.71
NL,20140912,91.3
ON,20110131,72.99
AB,20110113,21.36
ON,20141210,73.64
QC,20140328,34.56
MB,20141124,105.77
BC,20110116,20.0
ON,20141113,38.89
ON,20140829,88.03
MB,20140718,81.94
AB,20141028,80.51
ON,20140528,0.99
QC,20141127,50.46
ON,20140406,94.3
BC,20140926,109.38
NS,20140706,42.99
MB,20141209,102.48
PE,20140422,106.39
QC,20140805,45.36
NB,20140511,21.95
ON,20140304,5.64
QC,20140820,75.74
AB,20141123,107.42
ON,20110125,62.88
NS,20141104,2.02
NB,20140203,42.65
QC,20141231,34.65
ON,20141210,55.48
QC,20141115,30.77
PE,20140701,43.22
ON,20141231,99.34
SK,20141108,97.04
AB,20141216,90.69
ON,20140409,14.87
ON,20140412,68.14
QC,20140810,30.05
QC,20141103,62.21
QC,20141126,33.38
PE,20110120,91.0
ON,20140327,29.1
ON,20140813,57.61
NL,20141231,52.31
ON,20140302,73.52
ON,20140509,119.84
QC,20141130,34.93
AB,20140719,9.07
NB,20140402,115.89
AB,20140502,40.95
AB,20140331,68.92
AB,20140715,76.41
ON,20140401,79.8
ON,20140226,110.82
QC,20140714,1.72
AB,20140519,93.64
ON,20140724,114.94
NS,20140926,51.52
MB,20110126,116.09
ON,20110104,49.09
PE,20141028,77.31
ON,20141110,95.57
BC,20140530,26.17
QC,20140308,63.53
ON,20140503,44.25
ON,20141006,34.83
NB,20140925,3.04
SK,20140303,43.6
QC,20140504,14.43
ON,20140326,45.69
ON,20140205,87.18
QC,20140912,35.31
AB,20140409,95.9
AB,20141217,101.56
AB,20141007,104.88
NB,20141216,29.4
BC,20141220,71.33
SK,20141209,40.84
ON,20140515,22.57
NB,20140514,113.74
QC,20140402,107.03
ON,20141110,97.74
PE,20110103,60.89
ON,20141117,32.48
BC,20141229,60.65
QC,20140804,83.19
QC,20141020,49.54
QC,20140912,37.19
ON,20141214,22.36
AB,20140310,64.66
SK,20140528,34.34
ON,20140710,42.5
NB,20141113,75.57
AB,20140404,16.2
QC,20141214,29.58
ON,20141017,6.81
QC,20140402,65.16
ON,20110107,53.84
QC,20141022,81.87
BC,20140926,28.12
NS,20140415,95.13
SK,20141214,96.78
QC,20141217,115.47
QC,20140822,75.93
AB,20141005,22.08
SK,20140817,100.98
MB,20140808,45.07
ON,20140411,92.01
ON,20140815,7.22
ON,20110126,39.5
AB,20140719,48.09
QC,20140214,66.04
ON,20140202,76.75
AB,20141218,112.74
QC,20140608,6.93
AB,20141209,106.89
ON,20140608,99.13
ON,20141003,21.93
ON,20140926,40.63
QC,20141112,85.68
ON,20140819,17.43
QC,20110124,50.39
QC,20140404,65.72
ON,20140713,4.01
ON,20110119,56.13
QC,20140828,90.02
MB,20140923,97.91
NS,20140602,78.89
PE,20141213,33.93
MB,20141011,104.05
AB,20140625,9.12
QC,20140220,115.49
QC,20140512,57.9
PE,20140819,72.29
BC,20140920,48.43
QC,20140511,99.33
NS,20140210,108.73
ON,20140823,101.63
NS,20110103,101.15
QC,20140724,41.92
QC,20140425,33.28
QC,20140327,101.87
AB,20140930,76.79
AB,20140410,36.66
QC,20140706,77.72
SK,20141023,66.18
ON,20140517,24.52
SK,20141118,66.64
NS,20141021,3.18
BC,20140223,75.23
AB,20140903,14.22
AB,20141021,71.58
ON,20110117,65.53
AB,20140415,25.73
ON,20140419,11.2
AB,20140727,48.08
QC,20141112,32.17
MB,20141116,6.53
ON,20141227,114.8
QC,20140212,45.83
QC,20140905,70.74
ON,20141221,89.37
AB,20140505,63.69
ON,20140716,111.57
ON,20140612,18.54
ON,20140417,26.49
NL,20110118,74.99
QC,20140718,43.68
ON,20140925,25.92
SK,20140322,33.62
SK,20140717,39.81
AB,20110111,52.06
NB,20140219,63.24
ON,20141217,4.66
SK,20141113,44.3
QC,20140324,71.22
ON,20140703,8.01
QC,20141121,72.89
ON,20140224,43.55
QC,20140513,29.12
ON,20140804,27.78
ON,20140327,4.09
AB,20140904,84.5
AB,20110102,109.9
BC,20141215,63.73
PE,20140224,77.97
PE,20141115,114.69
MB,20141020,5.65
ON,20140728,41.2
QC,20140808,47.13
QC,20140927,85.3
ON,20141203,50.77
ON,20140913,105.67
QC,20140619,56.5
MB,20140330,39.82
MB,20140209,91.68
PE,20141109,26.3
QC,20141019,101.48
QC,20140331,13.9
ON,20110114,5.7
MB,20140531,3.76
AB,20140723,59.23
SK,20110105,17.43
NB,20140805,24.66
ON,20140522,65.35
NB,20140731,25.22
ON,20140401,46.31
ON,20140616,82.14
QC,20140529,27.65
SK,20140412,106.1
AB,20140914,59.77
MB,20140901,7.75
AB,20140608,95.33
NS,20140331,79.86
AB,20141206,37.83
AB,20140924,57.66
PE,20140207,24.92
NB,20140818,35.92
QC,20140915,4.05
ON,20140323,117.31
NB,20140829,92.9
ON,20140417,10.14
ON,20140905,100.65
MB,20140205,20.9
SK,20140710,70.34
AB,20140604,53.65
QC,20140722,115.64
AB,20140506,81.27
ON,20140506,19.29
ON,20141005,119.75
ON,20141018,5.94
MB,20140220,75.05
ON,20110128,71.42
AB,20140424,19.14
AB,20140414,16.07
ON,20140316,59.45
NS,20140301,25.21
QC,20140312,1.62
ON,20141004,78.27
ON,20141122,110.57
ON,20140408,45.24
SK,20140227,111.24
MB,20141214,58.3
ON,20140217,87.65
SK,20140404,5.97
ON,20140324,91.8
MB,20140527,39.96
MB,20140617,83.25
BC,20140212,51.87
SK,20141227,11.23
QC,20141024,62.03
QC,20140223,76.45
AB,20140711,27.0
MB,20140404,85.87
QC,20140609,92.98
NS,20140821,64.32
AB,20140517,119.5
ON,20141226,19.41
ON,20140829,71.62
ON,20140802,6.55
QC,20140506,49.8
AB,20140922,46.72
MB,20140219,36.14
AB,20140227,78.74
ON,20141106,46.34
ON,20140420,108.76
AB,20140430,29.44
BC,20140619,111.79
ON,20140226,58.61
MB,20141202,102.64
ON,20140222,45.17
QC,20140712,18.33
ON,20140611,74.55
SK,20140803,29.71
BC,20140604,87.09
AB,20141012,31.32
BC,20140825,37.96
BC,20140501,64.6
AB,20140930,53.27
AB,20140720,65.9
QC,20140913,101.4
SK,20140803,9.65
QC,20140910,67.28
NB,20141202,22.42
BC,20140609,1.1
AB,20110116,81.61
NB,20110106,100.03
ON,20110108,57.0
MB,20141212,42.6
QC,20140222,61.45
ON,20140905,99.05
NS,20141017,35.21
MB,20140703,59.63
MB,20140809,3.25
ON,20140830,86.04
ON,20140405,75.53
NL,20140508,33.21
QC,20140616,24.53
ON,20140713,38.88
MB,20140616,40.82
SK,20141002,74.42
AB,20140518,67.88
AB,20140807,41.19
QC,20140503,49.76
QC,20140611,21.14
AB,20140710,92.68
ON,20140208,0.37
MB,20140410,114.29
AB,20140630,18.01
NS,20140521,45.92
ON,20140612,4.0
ON,20140319,105.04
AB,20110108,18.42
AB,20141224,52.34
AB,20141007,25.32
PE,20141121,3.73
ON,20140924,48.52
QC,20110111,116.74
BC,20140708,79.89
ON,20140322,99.68
ON,20140514,25.43
ON,20141115,45.38
BC,20140704,78.53
AB,20140806,107.05
PE,20140607,45.48
AB,20140429,68.18
QC,20110115,75.88
QC,20140701,40.39
AB,20140324,113.18
AB,20110111,60.15
ON,20140406,19.31
QC,20141109,47.68
QC,20140505,67.41
ON,20140607,37.71
QC,20140814,59.51
AB,20140508,103.71
BC,20110123,98.92
ON,20110125,64.88
NS,20140802,72.21
AB,20110113,70.78
BC,20141119,101.63
ON,20140902,43.97
QC,20140317,99.46
ON,20140910,99.75
QC,20140527,80.05
BC,20140326,87.15
BC,20110119,69.5
QC,20140819,71.18
ON,20140329,26.2
BC,20140424,27.69
MB,20140206,115.72
QC,20141212,44.76
AB,20140602,1.69
QC,20140719,53.5
ON,20110108,88.39
ON,20140724,94.63
ON,20140920,14.29
NS,20141016,110.93
QC,20140913,76.85
MB,20140222,58.87
AB,20141215,62.9
QC,20110120,72.94
MB,20140901,95.27
ON,20140404,63.64
NL,20141123,81.12
NL,20140304,93.41
PE,20140202,91.97
QC,20110128,115.39
BC,20140914,76.8
AB,20110110,78.39
NL,20140530,79.88
ON,20140901,109.38
QC,20140320,23.52
NL,20141226,114.97
NB,20140822,95.27
QC,20140908,78.16
AB,20140325,9.74
ON,20140706,49.92
ON,20140202,32.0
PE,20140607,41.03
MB,20110109,72.49
AB,20141012,3.04
QC,20140317,50.5
QC,20140224,13.26
AB,20110111,114.64
ON,20140801,33.61
ON,20140802,103.27
AB,20141001,113.96
NB,20140309,88.59
ON,20110108,13.96
QC,20140821,73.29
PE,20140407,71.53
ON,20141114,63.62
QC,20110115,40.07
QC,20140928,6.82
SK,20141017,8.24
ON,20141015,80.68
QC,20140223,67.11
ON,20140813,18.83
SK,20140208,108.33
BC,20110101,115.25
PE,20140821,56.42
ON,20140917,97.43
AB,20140813,38.69
QC,20140814,57.87
ON,20141208,0.75
QC,20140216,32.56
BC,20110124,76.88
NB,20140210,61.35
BC,20141204,75.75
QC,20140221,4.78
SK,20141222,8.17
AB,20140419,15.02
AB,20140708,48.52
AB,20110104,111.7
ON,20141014,101.7
QC,20110104,8.63
ON,20140420,77.79
ON,20141023,82.47
QC,20140625,25.18
QC,20140526,41.82
AB,20140808,45.35
ON,20140602,114.96
ON,20140709,8.37
BC,20140619,0.33
SK,20141210,44.89
QC,20140813,45.56
NS,20141222,77.51
PE,20141114,95.71
AB,20141112,101.9
SK,20140213,8.48
QC,20141231,36.26
MB,20140906,72.94
ON,20140811,7.11
ON,20110125,119.11
AB,20110131,103.02
AB,20140718,88.75
QC,20140704,116.29
ON,20141227,45.26
MB,20141020,50.38
NS,20140424,93.25
QC,20140729,20.3
BC,20140813,90.58
AB,20140510,49.28
NS,20140816,8.61
NS,20140522,82.08
MB,20140220,6.06
QC,20141019,119.0
ON,20110105,70.77
ON,20140212,11.17
MB,20140713,88.56
ON,20140514,43.17
MB,20140611,63.75
ON,20140506,61.33
QC,20140622,19.23
AB,20140326,73.2
ON,20141206,110.82
BC,20140513,53.21
ON,20140220,100.61
BC,20141009,102.08
MB,20141018,33.13
QC,20140707,41.84
ON,20140904,107.2
ON,20140530,15.04
BC,20140822,43.31
AB,20140525,107.31
NB,20140818,72.86
AB,20140308,48.02
AB,20140910,30.43
ON,20141027,47.23
QC,20141122,77.25
ON,20140224,50.44
QC,20140527,112.44
ON,20141201,91.08
MB,20140929,63.88
ON,20140411,76.02
NB,20140521,3.01
QC,20141129,58.9
ON,20140819,84.32
NB,20140525,73.44
AB,20141011,62.5
ON,20141125,90.77
PE,20110121,75.72
ON,20140811,58.26
ON,20141130,115.76
QC,20140322,58.84
ON,20140811,63.32
MB,20140915,98.12
MB,20141213,104.82
QC,20110102,79.57
BC,20140901,54.58
MB,20141225,15.4
QC,20140802,120.05
AB,20141222,52.02
SK,20140805,98.83
MB,20140621,104.6
MB,20140428,81.17
ON,20140913,96.36
MB,20140629,103.78
QC,20140430,16.36
AB,20140218,37.77
MB,20140327,77.4
AB,20140628,109.63
AB,20140207,75.55
QC,20140309,8.63
BC,20140430,68.75
ON,20140710,21.89
PE,20140710,78.13
ON,20140618,80.86
AB,20140514,6.45
QC,20140301,15.88
ON,20140717,89.55
QC,20140808,61.17
QC,20140816,54.23
MB,20140903,68.35
PE,20140714,66.87
AB,20140310,36.25
ON,20140714,38.02
AB,20141019,26.51
QC,20141016,7.86
BC,20140930,113.07
QC,20140517,23.54
ON,20140215,89.51
AB,20141027,111.83
AB,20140617,56.56
SK,20110108,68.54
ON,20141011,114.55
ON,20140530,0.8
QC,20140425,79.36
SK,20140331,19.93
QC,20140425,47.64
ON,20141208,33.39
ON,20140906,26.52
NL,20140808,106.41
QC,20140429,57.94
AB,20110127,70.31
ON,20141114,38.38
NS,20141209,118.37
BC,20141121,105.53
BC,20140909,36.67
QC,20140306,105.46
BC,20140302,89.53
MB,20140702,13.6
AB,20140911,115.01
ON,20110131,111.7
MB,20140408,118.65
QC,20140518,9.44
BC,20140508,32.21
BC,20141209,35.96
BC,20140502,14.81
QC,20140316,62.41
AB,20140911,74.25
AB,20140510,106.43
ON,20141001,16.03
PE,20140430,62.91
QC,20141002,14.89
MB,20141129,118.66
ON,20141104,118.63
NS,20140416,72.59
BC,20140605,77.37
MB,20140319,35.25
SK,20141019,43.72
AB,20140308,14.29
ON,20140419,2.79
ON,20140717,63.72
QC,20141107,37.15
ON,20141227,59.38
PE,20141102,74.87
BC,20140618,19.14
NL,20140921,70.75
AB,20140301,10.37
MB,20140225,107.13
ON,20140707,118.69
QC,20140615,105.29
ON,20140320,48.51
QC,20141103,17.6
ON,20110130,28.12
QC,20141217,89.32
AB,20141117,119.09
AB,20140322,14.87
ON,20141117,23.3
ON,20140210,63.44
ON,20140609,41.12
ON,20110123,0.61
QC,20140310,64.99
AB,20140514,75.54
BC,20140708,113.7
SK,20140812,75.36
QC,20110109,11.06
ON,20141006,70.65
BC,20140314,107.92
ON,20141105,57.84
ON,20140915,107.43
NS,20140609,57.35
QC,20140929,41.21
QC,20140930,92.29
ON,20140316,68.05
NS,20141005,73.33
ON,20140706,70.05
SK,20140920,44.33
MB,20140622,113.41
ON,20141020,53.68
ON,20140919,87.66
AB,20140414,112.62
ON,20140723,48.81
ON,20141222,88.28
MB,20140828,54.5
ON,20140920,72.08
ON,20141215,65.22
BC,20140513,58.59
PE,20141105,83.01
BC,20140708,93.58
PE,20141016,39.76
SK,20140918,28.98
SK,20140210,1.54
BC,20140407,76.17
QC,20141024,57.18
QC,20141125,34.48
NB,20140307,98.19
QC,20141209,39.45
AB,20110115,30.03
NB,20140327,14.1
SK,20140905,72.05
AB,20140617,117.43
QC,20141211,102.29
QC,20110128,28.06
QC,20140723,16.94
PE,20110131,69.25
BC,20140724,20.12
QC,20110110,87.04
ON,20110109,92.17
ON,20110116,58.15
QC,20141016,82.81
QC,20110125,73.24
ON,20141201,75.26
AB,20141207,27.02
NB,20140306,48.33
AB,20140312,105.5
ON,20140224,43.07
BC,20140507,37.1
MB,20110118,60.11
AB,20140426,54.58
SK,20140525,70.96
QC,20140517,75.8
ON,20141012,5.21
QC,20140704,109.92
ON,20140807,33.51
SK,20141228,80.48
ON,20141231,108.84
AB,20140225,95.44
AB,20140209,16.04
QC,20140724,27.0
ON,20140319,96.28
NS,20110121,69.72
NS,20140505,22.68
ON,20140308,94.99
QC,20140220,70.59
ON,20140322,24.56
AB,20140925,114.57
MB,20140321,106.4
ON,20140419,82.91
AB,20140723,96.26
AB,20140825,71.28
SK,20141024,79.58
BC,20141119,12.18
QC,20141223,105.12
BC,20140422,18.65
AB,20140220,8.16
NS,20141229,21.85
ON,20140823,81.42
NS,20140624,8.09
QC,20141001,62.16
AB,20140531,43.86
ON,20141001,80.02
QC,20141104,105.23
QC,20140615,78.4
NB,20141014,93.3
QC,20141027,30.64
SK,20110124,70.09
QC,20110119,17.83
QC,20110103,102.35
ON,20110104,97.5
MB,20140914,106.29
QC,20140621,99.63
AB,20141030,17.79
NB,20141127,109.48
AB,20141022,23.49
QC,20141202,54.88
ON,20140606,94.08
QC,20141225,30.79
ON,20141017,55.23
ON,20110130,57.44
QC,20140719,32.05
ON,20110108,52.43
AB,20140830,63.52
SK,20140828,105.05
ON,20140313,103.71
MB,20140827,95.85
ON,20110111,21.9
MB,20140206,100.96
BC,20140730,23.96
AB,20140719,13.02
AB,20140801,100.46
ON,20141227,64.48
AB,20141014,43.08
QC,20141017,61.01
NS,20140909,59.12
MB,20110101,58.36
NB,20140504,56.75
BC,20140812,44.0
BC,20140929,69.78
QC,20140610,41.67
NL,20140218,65.71
AB,20140830,12.5
AB,20140712,13.27
AB,20141123,98.87
ON,20140802,22.68
SK,20110110,106.64
ON,20140730,93.81
AB,20140909,38.9
MB,20141218,102.12
NL,20140519,29.72
AB,20141013,81.53
ON,20141018,82.77
NS,20140929,36.21
QC,20140824,17.98
AB,20141120,72.8
ON,20110108,103.62
ON,20141028,21.0
AB,20140316,114.15
PE,20140711,28.61
ON,20140604,90.64
QC,20141115,87.01
ON,20140905,94.86
AB,20140713,112.89
SK,20140524,95.94
AB,20141028,31.51
ON,20140317,65.82
AB,20141119,45.45
ON,20140211,93.39
MB,20140727,22.76
BC,20140526,43.87
AB,20140617,108.74
QC,20140831,48.99
ON,20140702,11.66
QC,20110114,111.33
BC,20140215,22.62
ON,20140830,114.37
AB,20140215,2.03
PE,20140330,35.8
QC,20140205,68.39
PE,20110103,88.23
MB,20140410,78.25
SK,20141025,117.13
AB,20140901,41.08
AB,20110126,105.08
BC,20141015,27.44
QC,20140409,13.83
ON,20140508,38.07
ON,20140808,106.34
AB,20140605,63.21
AB,20140426,52.17
QC,20140616,112.95
QC,20140719,105.81
ON,20141208,79.04
BC,20140621,34.08
BC,20140926,74.6
SK,20110126,19.96
NS,20140802,31.65
ON,20141231,73.71
ON,20140418,114.99
SK,20140411,92.61
QC,20140628,118.31
ON,20140602,27.65
MB,20140601,23.02
ON,20140414,24.78
BC,20140207,46.79
NB,20140714,80.24
MB,20110124,47.26
PE,20141012,22.04
MB,20141118,102.78
ON,20140311,42.91
QC,20140208,87.12
QC,20140708,55.29
PE,20141115,56.84
AB,20141115,45.41
BC,20141202,59.93
QC,20141113,15.1
ON,20140530,61.52
MB,20140825,17.0
ON,20140305,90.54
ON,20110118,85.72
SK,20140528,89.12
BC,20110128,76.81
ON,20141118,80.59
AB,20140705,51.72
ON,20141103,71.58
NL,20140523,75.45
ON,20140530,36.06
SK,20140831,58.46
ON,20140401,6.36
ON,20140430,13.64
ON,20140625,104.94
AB,20140225,17.23
MB,20140620,5.56
AB,20110124,108.83
AB,20140316,40.76
NB,20141004,56.41
ON,20140205,30.59
QC,20141211,87.1
ON,20140409,83.35
MB,20140417,12.22
QC,20140218,30.52
AB,20141023,45.32
ON,20140322,34.72
ON,20141112,45.7
ON,20140208,29.62
ON,20140430,117.34
AB,20140601,46.07
AB,20140422,27.17
SK,20141031,108.31
ON,20141224,108.09
AB,20141002,0.87
BC,20141118,105.12
ON,20140420,31.23
MB,20110121,30.99
AB,20140915,59.68
NS,20141122,33.35
NB,20141128,17.52
QC,20140712,16.42
BC,20140415,3.71
MB,20140511,48.74
NB,20140206,20.42
NS,20140824,73.15
ON,20140829,117.45
ON,20140814,11.19
ON,20110111,7.17
BC,20140725,79.52
NS,20140205,4.48
SK,20140628,18.08
ON,20140503,104.64
ON,20140912,77.71
QC,20140718,96.29
AB,20140519,67.84
MB,20140508,62.4
ON,20110125,81.85
QC,20141014,90.53
BC,20141026,50.18
PE,20140406,2.34
NL,20140530,69.88
